date,10cm,20cm,30cm,40cm,50cm,60cm
2023-01-12 04:00:00+00:00,12.853,22.956,18.827,19.13,17.544,17.377
2023-01-12 04:30:00+00:00,12.857,22.951,18.823,19.13,17.536,17.377
2023-01-12 05:00:00+00:00,12.843,22.956,18.823,19.13,17.536,17.384
2023-01-12 05:30:00+00:00,12.825,22.951,18.82,19.13,17.548,17.38
2023-01-12 06:00:00+00:00,12.815,22.947,18.816,19.13,17.54,17.384
2023-01-12 06:30:00+00:00,12.773,22.938,18.82,19.13,17.54,17.388
2023-01-12 07:00:00+00:00,12.78,22.929,18.823,19.13,17.548,17.38
2023-01-12 07:30:00+00:00,12.773,22.925,18.816,19.135,17.552,17.388
2023-01-12 08:00:00+00:00,12.776,22.938,18.808,19.122,17.548,17.388
2023-01-12 08:30:00+00:00,12.773,22.942,18.816,19.126,17.548,17.384
2023-01-12 09:00:00+00:00,12.811,22.912,18.808,19.13,17.544,17.384
2023-01-12 09:30:00+00:00,12.829,22.92,18.812,19.13,17.544,17.384
2023-01-12 10:00:00+00:00,12.882,22.912,18.812,19.126,17.552,17.388
2023-01-12 10:30:00+00:00,12.948,22.916,18.804,19.126,17.544,17.388
2023-01-12 11:00:00+00:00,13.037,22.929,18.8,19.122,17.548,17.384
2023-01-12 11:30:00+00:00,13.122,22.925,18.8,19.13,17.544,17.384
2023-01-12 12:00:00+00:00,13.197,22.938,18.797,19.135,17.544,17.384
2023-01-12 12:30:00+00:00,13.225,22.942,18.797,19.126,17.548,17.388
2023-01-12 13:00:00+00:00,13.243,22.965,18.797,19.126,17.544,17.388
2023-01-12 13:30:00+00:00,13.229,22.969,18.8,19.122,17.548,17.388
2023-01-12 14:00:00+00:00,13.218,23.004,18.804,19.118,17.552,17.388
2023-01-12 14:30:00+00:00,13.207,23.009,18.808,19.126,17.548,17.392
2023-01-12 15:00:00+00:00,13.215,23.018,18.808,19.118,17.536,17.388
2023-01-12 15:30:00+00:00,13.19,23.013,18.808,19.122,17.54,17.396
2023-01-12 16:00:00+00:00,13.165,23.018,18.812,19.13,17.54,17.388
2023-01-12 16:30:00+00:00,13.143,23.04,18.816,19.113,17.54,17.388
2023-01-12 17:00:00+00:00,13.104,23.031,18.827,19.122,17.54,17.388
2023-01-12 17:30:00+00:00,13.083,23.04,18.831,19.126,17.548,17.388
2023-01-12 18:00:00+00:00,13.03,23.035,18.839,19.118,17.544,17.392
2023-01-12 18:30:00+00:00,12.991,23.022,18.847,19.122,17.552,17.392
2023-01-12 19:00:00+00:00,12.941,23.026,18.854,19.126,17.552,17.388
2023-01-12 19:30:00+00:00,12.906,23.018,18.858,19.13,17.544,17.392
2023-01-12 20:00:00+00:00,12.882,23.026,18.862,19.13,17.552,17.388
2023-01-12 20:30:00+00:00,12.85,23.013,18.866,19.135,17.557,17.392
2023-01-12 21:00:00+00:00,12.815,23.013,18.858,19.139,17.557,17.392
2023-01-12 21:30:00+00:00,12.79,22.996,18.866,19.143,17.548,17.392
2023-01-12 22:00:00+00:00,12.776,22.978,18.866,19.143,17.548,17.396
2023-01-12 22:30:00+00:00,12.741,22.978,18.862,19.148,17.548,17.396
2023-01-12 23:00:00+00:00,12.714,22.973,18.858,19.148,17.557,17.396
2023-01-12 23:30:00+00:00,12.696,22.951,18.858,19.148,17.54,17.392
2023-01-13 00:00:00+00:00,12.679,22.947,18.85,19.152,17.557,17.396
2023-01-13 00:30:00+00:00,12.647,22.942,18.843,19.152,17.552,17.4
2023-01-13 01:00:00+00:00,12.64,22.934,18.843,19.152,17.544,17.396
2023-01-13 01:30:00+00:00,12.637,22.934,18.835,19.152,17.552,17.4
2023-01-13 02:00:00+00:00,12.633,22.929,18.831,19.143,17.557,17.4
2023-01-13 02:30:00+00:00,12.637,22.912,18.82,19.152,17.552,17.396
2023-01-13 03:00:00+00:00,12.633,22.889,18.82,19.148,17.544,17.4
2023-01-13 03:30:00+00:00,12.623,22.894,18.816,19.139,17.552,17.4
2023-01-13 04:00:00+00:00,12.595,22.894,18.82,19.143,17.561,17.4
2023-01-13 04:30:00+00:00,12.585,22.876,18.816,19.143,17.54,17.4
2023-01-13 05:00:00+00:00,12.571,22.859,18.804,19.135,17.557,17.4
2023-01-13 05:30:00+00:00,12.54,22.85,18.797,19.135,17.561,17.4
2023-01-13 06:00:00+00:00,12.536,22.845,18.793,19.135,17.557,17.404
2023-01-13 06:30:00+00:00,12.54,22.841,18.781,19.135,17.548,17.408
2023-01-13 07:00:00+00:00,12.547,22.828,18.777,19.135,17.565,17.404
2023-01-13 07:30:00+00:00,12.561,22.832,18.773,19.13,17.552,17.404
2023-01-13 08:00:00+00:00,12.568,22.832,18.773,19.135,17.552,17.404
2023-01-13 08:30:00+00:00,12.574,22.828,18.77,19.13,17.557,17.4
2023-01-13 09:00:00+00:00,12.588,22.823,18.762,19.118,17.552,17.404
2023-01-13 09:30:00+00:00,12.623,22.815,18.762,19.135,17.557,17.4
2023-01-13 10:00:00+00:00,12.665,22.815,18.758,19.13,17.561,17.404
2023-01-13 10:30:00+00:00,12.727,22.81,18.754,19.126,17.557,17.4
2023-01-13 11:00:00+00:00,12.801,22.815,18.747,19.122,17.552,17.404
2023-01-13 11:30:00+00:00,12.878,22.828,18.739,19.118,17.561,17.4
2023-01-13 12:00:00+00:00,12.945,22.828,18.75,19.113,17.544,17.4
2023-01-13 12:30:00+00:00,13.012,22.837,18.731,19.109,17.548,17.4
2023-01-13 13:00:00+00:00,13.055,22.859,18.743,19.101,17.548,17.404
2023-01-13 13:30:00+00:00,13.09,22.876,18.735,19.101,17.557,17.396
2023-01-13 14:00:00+00:00,13.094,22.889,18.743,19.096,17.544,17.4
2023-01-13 14:30:00+00:00,13.09,22.916,18.735,19.088,17.54,17.4
2023-01-13 15:00:00+00:00,13.097,22.92,18.735,19.088,17.536,17.404
2023-01-13 15:30:00+00:00,13.083,22.938,18.743,19.083,17.536,17.396
2023-01-13 16:00:00+00:00,13.062,22.916,18.75,19.088,17.532,17.396
2023-01-13 16:30:00+00:00,13.037,22.934,18.75,19.088,17.54,17.4
2023-01-13 17:00:00+00:00,12.991,22.942,18.762,19.088,17.527,17.396
2023-01-13 17:30:00+00:00,12.948,22.96,18.754,19.088,17.527,17.396
2023-01-13 18:00:00+00:00,12.878,22.951,18.75,19.088,17.523,17.4
2023-01-13 18:30:00+00:00,12.829,22.956,18.762,19.083,17.527,17.392
2023-01-13 19:00:00+00:00,12.769,22.951,18.766,19.092,17.532,17.392
2023-01-13 19:30:00+00:00,12.745,22.934,18.77,19.088,17.527,17.392
2023-01-13 20:00:00+00:00,12.693,22.938,18.762,19.092,17.527,17.392
2023-01-13 20:30:00+00:00,12.654,22.929,18.777,19.096,17.523,17.392
2023-01-13 21:00:00+00:00,12.63,22.929,18.773,19.096,17.527,17.392
2023-01-13 21:30:00+00:00,12.599,22.903,18.777,19.096,17.532,17.388
2023-01-13 22:00:00+00:00,12.585,22.894,18.773,19.101,17.515,17.388
2023-01-13 22:30:00+00:00,12.564,22.885,18.77,19.105,17.527,17.384
2023-01-13 23:00:00+00:00,12.536,22.881,18.77,19.101,17.523,17.388
2023-01-13 23:30:00+00:00,12.529,22.863,18.762,19.101,17.527,17.388
2023-01-14 00:00:00+00:00,12.512,22.85,18.77,19.105,17.532,17.384
2023-01-14 00:30:00+00:00,12.478,22.845,18.758,19.105,17.532,17.384
2023-01-14 01:00:00+00:00,12.467,22.832,18.766,19.101,17.519,17.384
2023-01-14 01:30:00+00:00,12.433,22.81,18.758,19.092,17.536,17.388
2023-01-14 02:00:00+00:00,12.423,22.819,18.743,19.096,17.523,17.384
2023-01-14 02:30:00+00:00,12.416,22.806,18.743,19.096,17.527,17.384
2023-01-14 03:00:00+00:00,12.392,22.784,18.735,19.092,17.527,17.384
2023-01-14 03:30:00+00:00,12.385,22.793,18.739,19.088,17.527,17.384
2023-01-14 04:00:00+00:00,12.361,22.779,18.731,19.083,17.527,17.38
2023-01-14 04:30:00+00:00,12.361,22.784,18.72,19.083,17.519,17.384
2023-01-14 05:00:00+00:00,12.344,22.766,18.708,19.071,17.527,17.38
2023-01-14 05:30:00+00:00,12.326,22.749,18.708,19.075,17.527,17.38
2023-01-14 06:00:00+00:00,12.32,22.727,18.697,19.075,17.536,17.384
2023-01-14 06:30:00+00:00,12.299,22.718,18.693,19.083,17.532,17.384
2023-01-14 07:00:00+00:00,12.303,22.722,18.693,19.071,17.523,17.377
2023-01-14 07:30:00+00:00,12.296,22.718,18.693,19.071,17.532,17.38
2023-01-14 08:00:00+00:00,12.289,22.691,18.678,19.071,17.523,17.377
2023-01-14 08:30:00+00:00,12.306,22.709,18.67,19.058,17.519,17.377
2023-01-14 09:00:00+00:00,12.337,22.722,18.67,19.066,17.536,17.38
2023-01-14 09:30:00+00:00,12.409,22.705,18.658,19.066,17.527,17.38
2023-01-14 10:00:00+00:00,12.491,22.705,18.662,19.054,17.527,17.377
2023-01-14 10:30:00+00:00,12.581,22.718,18.651,19.041,17.536,17.377
2023-01-14 11:00:00+00:00,12.707,22.713,18.647,19.049,17.519,17.38
2023-01-14 11:30:00+00:00,12.783,22.696,18.639,19.037,17.532,17.38
2023-01-14 12:00:00+00:00,12.839,22.691,18.62,19.049,17.515,17.369
2023-01-14 12:30:00+00:00,12.885,22.74,18.616,19.041,17.519,17.377
2023-01-14 13:00:00+00:00,12.91,22.762,18.628,19.041,17.519,17.369
2023-01-14 13:30:00+00:00,12.934,22.766,18.62,19.032,17.507,17.373
2023-01-14 14:00:00+00:00,12.945,22.793,18.632,19.024,17.503,17.373
2023-01-14 14:30:00+00:00,12.959,22.797,18.632,19.028,17.503,17.369
2023-01-14 15:00:00+00:00,12.963,22.819,18.643,19.024,17.498,17.377
2023-01-14 15:30:00+00:00,12.956,22.81,18.651,19.019,17.494,17.369
2023-01-14 16:00:00+00:00,12.924,22.841,18.647,19.015,17.49,17.373
2023-01-14 16:30:00+00:00,12.91,22.85,18.651,19.011,17.482,17.38
2023-01-14 17:00:00+00:00,12.871,22.859,18.651,19.011,17.478,17.377
2023-01-14 17:30:00+00:00,12.825,22.854,18.666,19.019,17.473,17.365
2023-01-14 18:00:00+00:00,12.776,22.859,18.674,19.019,17.478,17.373
2023-01-14 18:30:00+00:00,12.717,22.859,18.678,19.015,17.478,17.377
2023-01-14 19:00:00+00:00,12.707,22.867,18.689,19.019,17.469,17.365
2023-01-14 19:30:00+00:00,12.651,22.872,18.689,19.019,17.482,17.369
2023-01-14 20:00:00+00:00,12.609,22.863,18.689,19.024,17.478,17.365
2023-01-14 20:30:00+00:00,12.592,22.837,18.681,19.019,17.482,17.365
2023-01-14 21:00:00+00:00,12.561,22.845,18.681,19.024,17.486,17.361
2023-01-14 21:30:00+00:00,12.536,22.823,18.685,19.028,17.482,17.361
2023-01-14 22:00:00+00:00,12.502,22.828,18.674,19.028,17.478,17.365
2023-01-14 22:30:00+00:00,12.481,22.81,18.693,19.041,17.482,17.361
2023-01-14 23:00:00+00:00,12.467,22.81,18.678,19.032,17.503,17.357
2023-01-14 23:30:00+00:00,12.443,22.801,18.681,19.037,17.486,17.361
2023-01-15 00:00:00+00:00,12.423,22.784,18.678,19.041,17.478,17.353
2023-01-15 00:30:00+00:00,12.402,22.779,18.697,19.037,17.49,17.357
2023-01-15 01:00:00+00:00,12.378,22.779,18.685,19.045,17.486,17.353
2023-01-15 01:30:00+00:00,12.371,22.766,18.681,19.037,17.49,17.357
2023-01-15 02:00:00+00:00,12.361,22.762,18.666,19.032,17.486,17.353
2023-01-15 02:30:00+00:00,12.34,22.744,18.674,19.032,17.494,17.357
2023-01-15 03:00:00+00:00,12.333,22.722,18.662,19.032,17.486,17.349
2023-01-15 03:30:00+00:00,12.313,22.713,18.655,19.024,17.482,17.349
2023-01-15 04:00:00+00:00,12.313,22.713,18.658,19.032,17.486,17.349
2023-01-15 04:30:00+00:00,12.323,22.709,18.658,19.024,17.486,17.349
2023-01-15 05:00:00+00:00,12.326,22.705,18.651,19.028,17.486,17.345
2023-01-15 05:30:00+00:00,12.344,22.687,18.639,19.019,17.482,17.345
2023-01-15 06:00:00+00:00,12.333,22.691,18.632,19.019,17.482,17.349
2023-01-15 06:30:00+00:00,12.326,22.696,18.62,19.015,17.486,17.345
2023-01-15 07:00:00+00:00,12.306,22.705,18.616,19.002,17.49,17.341
2023-01-15 07:30:00+00:00,12.303,22.709,18.601,19.007,17.482,17.341
2023-01-15 08:00:00+00:00,12.292,22.691,18.601,19.002,17.482,17.341
2023-01-15 08:30:00+00:00,12.316,22.687,18.616,19.011,17.478,17.345
2023-01-15 09:00:00+00:00,12.35,22.67,18.609,18.998,17.486,17.345
2023-01-15 09:30:00+00:00,12.426,22.67,18.612,18.998,17.486,17.341
2023-01-15 10:00:00+00:00,12.502,22.67,18.593,19.007,17.486,17.341
2023-01-15 10:30:00+00:00,12.588,22.683,18.597,19.002,17.469,17.337
2023-01-15 11:00:00+00:00,12.679,22.7,18.582,18.985,17.478,17.341
2023-01-15 11:30:00+00:00,12.776,22.687,18.582,18.981,17.469,17.333
2023-01-15 12:00:00+00:00,12.864,22.696,18.578,18.981,17.469,17.333
2023-01-15 12:30:00+00:00,12.924,22.718,18.582,18.985,17.457,17.333
2023-01-15 13:00:00+00:00,12.941,22.744,18.578,18.968,17.461,17.333
2023-01-15 13:30:00+00:00,12.966,22.775,18.578,18.968,17.457,17.345
2023-01-15 14:00:00+00:00,12.966,22.784,18.578,18.964,17.457,17.341
2023-01-15 14:30:00+00:00,12.952,22.801,18.593,18.968,17.461,17.341
2023-01-15 15:00:00+00:00,12.97,22.81,18.601,18.964,17.449,17.337
2023-01-15 15:30:00+00:00,12.97,22.828,18.597,18.964,17.44,17.337
2023-01-15 16:00:00+00:00,12.956,22.845,18.609,18.964,17.436,17.337
2023-01-15 16:30:00+00:00,12.941,22.872,18.612,18.96,17.432,17.337
2023-01-15 17:00:00+00:00,12.924,22.859,18.632,18.96,17.444,17.337
2023-01-15 17:30:00+00:00,12.878,22.867,18.643,18.968,17.436,17.337
2023-01-15 18:00:00+00:00,12.846,22.885,18.651,18.968,17.436,17.337
2023-01-15 18:30:00+00:00,12.808,22.885,18.651,18.968,17.428,17.337
2023-01-15 19:00:00+00:00,12.773,22.885,18.643,18.973,17.436,17.333
2023-01-15 19:30:00+00:00,12.755,22.894,18.662,18.977,17.436,17.329
2023-01-15 20:00:00+00:00,12.714,22.881,18.662,18.985,17.453,17.337
2023-01-15 20:30:00+00:00,12.679,22.889,18.67,18.985,17.436,17.329
2023-01-15 21:00:00+00:00,12.644,22.876,18.678,18.99,17.44,17.325
2023-01-15 21:30:00+00:00,12.627,22.872,18.685,18.99,17.436,17.325
2023-01-15 22:00:00+00:00,12.588,22.876,18.689,18.994,17.444,17.325
2023-01-15 22:30:00+00:00,12.55,22.859,18.693,18.998,17.444,17.321
2023-01-15 23:00:00+00:00,12.516,22.854,18.685,18.994,17.436,17.325
2023-01-15 23:30:00+00:00,12.485,22.828,18.666,18.998,17.44,17.329
2023-01-16 00:00:00+00:00,12.46,22.823,18.685,18.998,17.432,17.321
2023-01-16 00:30:00+00:00,12.423,22.823,18.685,18.994,17.44,17.321
2023-01-16 01:00:00+00:00,12.409,22.806,18.685,18.99,17.444,17.321
2023-01-16 01:30:00+00:00,12.378,22.801,18.678,18.994,17.444,17.325
2023-01-16 02:00:00+00:00,12.364,22.797,18.678,18.985,17.444,17.321
2023-01-16 02:30:00+00:00,12.357,22.771,18.674,18.998,17.449,17.317
2023-01-16 03:00:00+00:00,12.344,22.775,18.666,19.002,17.436,17.317
2023-01-16 03:30:00+00:00,12.337,22.749,18.658,18.998,17.436,17.325
2023-01-16 04:00:00+00:00,12.306,22.753,18.658,18.998,17.44,17.321
2023-01-16 04:30:00+00:00,12.303,22.749,18.655,18.99,17.44,17.321
2023-01-16 05:00:00+00:00,12.292,22.74,18.662,19.007,17.44,17.317
2023-01-16 05:30:00+00:00,12.292,22.713,18.655,19.002,17.444,17.321
2023-01-16 06:00:00+00:00,12.303,22.718,18.647,18.994,17.444,17.321
2023-01-16 06:30:00+00:00,12.309,22.705,18.643,18.998,17.449,17.317
2023-01-16 07:00:00+00:00,12.299,22.713,18.628,19.007,17.449,17.317
2023-01-16 07:30:00+00:00,12.282,22.7,18.628,18.99,17.44,17.317
2023-01-16 08:00:00+00:00,12.292,22.687,18.62,19.007,17.44,17.321
2023-01-16 08:30:00+00:00,12.292,22.687,18.601,18.998,17.436,17.317
2023-01-16 09:00:00+00:00,12.33,22.674,18.605,18.998,17.44,17.317
2023-01-16 09:30:00+00:00,12.374,22.691,18.612,18.985,17.436,17.317
2023-01-16 10:00:00+00:00,12.419,22.683,18.597,18.985,17.436,17.314
2023-01-16 10:30:00+00:00,12.491,22.683,18.609,18.985,17.444,17.314
2023-01-16 11:00:00+00:00,12.561,22.691,18.605,18.973,17.44,17.314
2023-01-16 11:30:00+00:00,12.62,22.691,18.593,18.977,17.449,17.317
2023-01-16 12:00:00+00:00,12.686,22.705,18.597,18.977,17.444,17.317
2023-01-16 12:30:00+00:00,12.731,22.727,18.59,18.968,17.436,17.314
2023-01-16 13:00:00+00:00,12.738,22.744,18.59,18.964,17.436,17.314
2023-01-16 13:30:00+00:00,12.748,22.762,18.597,18.96,17.444,17.314
2023-01-16 14:00:00+00:00,12.759,22.762,18.593,18.964,17.449,17.314
2023-01-16 14:30:00+00:00,12.773,22.779,18.601,18.96,17.44,17.31
2023-01-16 15:00:00+00:00,12.773,22.784,18.612,18.964,17.44,17.31
2023-01-16 15:30:00+00:00,12.783,22.801,18.601,18.951,17.444,17.31
2023-01-16 16:00:00+00:00,12.759,22.806,18.597,18.951,17.436,17.314
2023-01-16 16:30:00+00:00,12.745,22.806,18.605,18.96,17.444,17.306
2023-01-16 17:00:00+00:00,12.71,22.806,18.605,18.951,17.428,17.306
2023-01-16 17:30:00+00:00,12.675,22.815,18.624,18.951,17.436,17.306
2023-01-16 18:00:00+00:00,12.647,22.837,18.632,18.956,17.428,17.306
2023-01-16 18:30:00+00:00,12.623,22.823,18.635,18.96,17.436,17.302
2023-01-16 19:00:00+00:00,12.616,22.819,18.639,18.96,17.432,17.298
2023-01-16 19:30:00+00:00,12.592,22.819,18.647,18.951,17.432,17.298
2023-01-16 20:00:00+00:00,12.581,22.81,18.651,18.96,17.432,17.306
2023-01-16 20:30:00+00:00,12.568,22.81,18.655,18.964,17.432,17.298
2023-01-16 21:00:00+00:00,12.561,22.81,18.647,18.973,17.428,17.302
2023-01-16 21:30:00+00:00,12.543,22.81,18.655,18.96,17.44,17.302
2023-01-16 22:00:00+00:00,12.55,22.81,18.655,18.977,17.432,17.298
2023-01-16 22:30:00+00:00,12.547,22.81,18.655,18.977,17.428,17.298
2023-01-16 23:00:00+00:00,12.547,22.815,18.651,18.968,17.428,17.298
2023-01-16 23:30:00+00:00,12.543,22.801,18.651,18.981,17.428,17.294
2023-01-17 00:00:00+00:00,12.54,22.797,18.643,18.977,17.428,17.294
2023-01-17 00:30:00+00:00,12.536,22.801,18.651,18.981,17.432,17.298
2023-01-17 01:00:00+00:00,12.536,22.81,18.647,18.973,17.432,17.294
2023-01-17 01:30:00+00:00,12.533,22.81,18.647,18.981,17.436,17.294
2023-01-17 02:00:00+00:00,12.519,22.793,18.647,18.981,17.436,17.302
2023-01-17 02:30:00+00:00,12.502,22.797,18.643,18.981,17.428,17.294
2023-01-17 03:00:00+00:00,12.488,22.788,18.643,18.981,17.432,17.294
2023-01-17 03:30:00+00:00,12.485,22.784,18.647,18.977,17.436,17.294
2023-01-17 04:00:00+00:00,12.485,22.797,18.658,18.985,17.436,17.294
2023-01-17 04:30:00+00:00,12.481,22.784,18.651,18.985,17.436,17.298
2023-01-17 05:00:00+00:00,12.488,22.793,18.647,18.985,17.44,17.302
2023-01-17 05:30:00+00:00,12.495,22.784,18.658,18.985,17.44,17.298
2023-01-17 06:00:00+00:00,12.505,22.797,18.647,18.981,17.436,17.294
2023-01-17 06:30:00+00:00,12.516,22.779,18.639,18.981,17.436,17.29
2023-01-17 07:00:00+00:00,12.516,22.793,18.651,18.981,17.436,17.306
2023-01-17 07:30:00+00:00,12.519,22.793,18.655,18.981,17.436,17.298
2023-01-17 08:00:00+00:00,12.526,22.797,18.651,18.985,17.436,17.298
2023-01-17 08:30:00+00:00,12.526,22.784,18.639,18.985,17.436,17.298
2023-01-17 09:00:00+00:00,12.543,22.779,18.643,18.977,17.428,17.298
2023-01-17 09:30:00+00:00,12.585,22.788,18.643,18.985,17.432,17.294
2023-01-17 10:00:00+00:00,12.64,22.784,18.651,18.981,17.44,17.302
2023-01-17 10:30:00+00:00,12.717,22.797,18.655,18.99,17.436,17.298
2023-01-17 11:00:00+00:00,12.808,22.806,18.647,18.985,17.44,17.306
2023-01-17 11:30:00+00:00,12.885,22.81,18.643,18.981,17.432,17.302
2023-01-17 12:00:00+00:00,12.941,22.823,18.643,18.981,17.436,17.29
2023-01-17 12:30:00+00:00,12.966,22.841,18.643,18.977,17.432,17.294
2023-01-17 13:00:00+00:00,12.963,22.863,18.647,18.977,17.428,17.29
2023-01-17 13:30:00+00:00,12.952,22.876,18.647,18.99,17.436,17.294
2023-01-17 14:00:00+00:00,12.934,22.885,18.658,18.977,17.436,17.294
2023-01-17 14:30:00+00:00,12.934,22.907,18.674,18.99,17.436,17.302
2023-01-17 15:00:00+00:00,12.924,22.907,18.674,18.981,17.444,17.29
2023-01-17 15:30:00+00:00,12.903,22.92,18.678,18.99,17.444,17.286
2023-01-17 16:00:00+00:00,12.885,22.942,18.678,19.002,17.444,17.298
2023-01-17 16:30:00+00:00,12.85,22.947,18.704,18.994,17.453,17.29
2023-01-17 17:00:00+00:00,12.832,22.942,18.704,19.007,17.465,17.29
2023-01-17 17:30:00+00:00,12.783,22.956,18.716,19.002,17.461,17.302
2023-01-17 18:00:00+00:00,12.741,22.965,18.727,19.007,17.461,17.286
2023-01-17 18:30:00+00:00,12.724,22.969,18.735,19.015,17.478,17.298
2023-01-17 19:00:00+00:00,12.696,22.956,18.735,19.024,17.473,17.29
2023-01-17 19:30:00+00:00,12.679,22.942,18.739,19.024,17.486,17.302
2023-01-17 20:00:00+00:00,12.633,22.938,18.739,19.032,17.49,17.29
2023-01-17 20:30:00+00:00,12.627,22.938,18.758,19.037,17.486,17.294
2023-01-17 21:00:00+00:00,12.616,22.942,18.758,19.049,17.486,17.29
2023-01-17 21:30:00+00:00,12.581,22.938,18.762,19.054,17.486,17.298
2023-01-17 22:00:00+00:00,12.564,22.925,18.766,19.058,17.49,17.298
2023-01-17 22:30:00+00:00,12.543,22.916,18.77,19.054,17.498,17.294
2023-01-17 23:00:00+00:00,12.519,22.929,18.77,19.058,17.494,17.298
2023-01-17 23:30:00+00:00,12.502,22.934,18.758,19.062,17.503,17.298
2023-01-18 00:00:00+00:00,12.491,22.912,18.766,19.062,17.503,17.298
2023-01-18 00:30:00+00:00,12.488,22.903,18.77,19.066,17.515,17.294
2023-01-18 01:00:00+00:00,12.46,22.912,18.773,19.066,17.507,17.294
2023-01-18 01:30:00+00:00,12.44,22.903,18.762,19.066,17.515,17.298
2023-01-18 02:00:00+00:00,12.412,22.872,18.758,19.071,17.515,17.302
2023-01-18 02:30:00+00:00,12.402,22.867,18.762,19.066,17.519,17.302
2023-01-18 03:00:00+00:00,12.381,22.867,18.762,19.062,17.523,17.306
2023-01-18 03:30:00+00:00,12.381,22.863,18.762,19.071,17.527,17.302
2023-01-18 04:00:00+00:00,12.371,22.854,18.762,19.075,17.527,17.31
2023-01-18 04:30:00+00:00,12.447,22.841,18.77,19.071,17.532,17.31
2023-01-18 05:00:00+00:00,12.426,22.832,18.762,19.075,17.532,17.314
2023-01-18 05:30:00+00:00,12.419,22.832,18.758,19.062,17.536,17.317
2023-01-18 06:00:00+00:00,12.402,22.823,18.762,19.075,17.536,17.314
2023-01-18 06:30:00+00:00,12.385,22.806,18.758,19.075,17.54,17.317
2023-01-18 07:00:00+00:00,12.388,22.806,18.75,19.066,17.544,17.317
2023-01-18 07:30:00+00:00,12.364,22.801,18.747,19.075,17.54,17.317
2023-01-18 08:00:00+00:00,12.337,22.779,18.731,19.088,17.544,17.317
2023-01-18 08:30:00+00:00,12.316,22.779,18.724,19.071,17.548,17.317
2023-01-18 09:00:00+00:00,12.296,22.749,18.735,19.075,17.544,17.317
2023-01-18 09:30:00+00:00,12.309,22.753,18.72,19.071,17.544,17.317
2023-01-18 10:00:00+00:00,12.32,22.74,18.724,19.079,17.544,17.325
2023-01-18 10:30:00+00:00,12.344,22.731,18.708,19.079,17.552,17.321
2023-01-18 11:00:00+00:00,12.374,22.713,18.701,19.075,17.548,17.321
2023-01-18 11:30:00+00:00,12.419,22.713,18.701,19.066,17.552,17.321
2023-01-18 12:00:00+00:00,12.447,22.722,18.685,19.062,17.544,17.325
2023-01-18 12:30:00+00:00,12.454,22.713,18.697,19.058,17.548,17.329
2023-01-18 13:00:00+00:00,12.454,22.718,18.693,19.049,17.54,17.321
