date,10cm,20cm,30cm,40cm,50cm,60cm
2020-12-31 00:00:00+00:00,22.0195,22.933999999999997,22.5135,23.3715,21.393,24.278
2021-01-01 00:00:00+00:00,22.059979166666665,22.88625,22.477083333333336,23.336020833333336,21.370479166666666,24.244020833333334
2021-01-02 00:00:00+00:00,21.722979166666665,22.735208333333333,22.40416666666667,23.276416666666666,21.317604166666666,24.1809375
2021-01-03 00:00:00+00:00,21.47675,22.614041666666665,22.311625000000003,23.197083333333335,21.243375,24.108625
2021-01-04 00:00:00+00:00,21.338854166666668,22.5380625,22.241125,23.127,21.1868125,24.042208333333335
2021-01-05 00:00:00+00:00,21.217541666666666,22.528916666666664,22.231125000000002,23.100375,21.143208333333334,23.9895625
2021-01-06 00:00:00+00:00,21.299937500000002,22.584374999999998,22.2501875,23.087,21.114416666666667,23.949645833333335
2021-01-07 00:00:00+00:00,30.162916666666664,23.9028125,22.31504166666667,23.1244375,21.13564583333333,23.9459375
2021-01-08 00:00:00+00:00,33.65441666666667,27.461458333333336,22.276124999999997,23.077166666666667,21.115166666666667,23.941437500000003
2021-01-09 00:00:00+00:00,33.3678125,31.76127083333333,25.479083333333335,23.076270833333336,21.0865625,23.882375
2021-01-10 00:00:00+00:00,31.833083333333335,31.084374999999998,28.096145833333335,23.324354166666666,21.106145833333333,23.86145833333333
2021-01-11 00:00:00+00:00,31.427125,30.656937499999998,28.48625,23.84872916666667,21.101854166666666,23.833291666666668
2021-01-12 00:00:00+00:00,30.993395833333334,30.312395833333337,28.568645833333335,24.631833333333333,21.1045625,23.8135
2021-01-13 00:00:00+00:00,30.804875,30.078958333333333,28.550979166666664,25.400604166666668,21.091583333333332,23.792166666666663
2021-01-14 00:00:00+00:00,30.6441875,29.927875,28.559,26.040291666666665,21.117166666666666,23.7765625
2021-01-15 00:00:00+00:00,30.570375,29.886499999999998,28.610229166666667,26.525229166666666,21.179270833333334,23.794645833333334
2021-01-16 00:00:00+00:00,30.256687499999998,29.7475625,28.6288125,26.882604166666667,21.28258333333333,23.8406875
2021-01-17 00:00:00+00:00,29.975583333333333,29.537458333333333,28.5659375,27.101958333333332,21.349270833333335,23.869604166666665
2021-01-18 00:00:00+00:00,29.936833333333336,29.528000000000002,28.604249999999997,27.306145833333332,21.429479166666667,23.90216666666667
2021-01-19 00:00:00+00:00,29.666458333333335,29.392,28.6038125,27.484083333333334,21.545041666666666,23.957687500000002
2021-01-20 00:00:00+00:00,29.41225,29.177895833333334,28.514229166666667,27.57377083333333,21.62591666666667,24.002
2021-01-21 00:00:00+00:00,29.654645833333333,29.182708333333334,28.483833333333333,27.62991666666667,21.69122916666667,24.014333333333337
2021-01-22 00:00:00+00:00,29.973020833333333,30.215729166666666,29.829125,29.44366666666667,22.430812500000002,24.095895833333334
2021-01-23 00:00:00+00:00,30.323645833333334,31.0235,30.210083333333333,31.38383333333333,25.27175,24.26472916666667
2021-01-24 00:00:00+00:00,30.761479166666664,30.933729166666666,29.776375,30.961520833333335,26.14645833333333,24.5043125
2021-01-25 00:00:00+00:00,30.934895833333332,31.392333333333337,30.341333333333335,31.50089583333333,27.384270833333332,25.5180625
2021-01-26 00:00:00+00:00,32.28404166666667,32.64683333333333,31.428375,32.803625000000004,30.21675,30.4015625
2021-01-27 00:00:00+00:00,32.8250625,32.5231875,30.997645833333333,32.34314583333333,30.45510416666667,32.45783333333333
2021-01-28 00:00:00+00:00,33.287,32.95033333333333,31.881979166666667,33.123041666666666,31.2085625,33.102624999999996
2021-01-29 00:00:00+00:00,33.09441666666667,32.41279166666667,31.15414583333333,32.59189583333333,30.863479166666668,33.288666666666664
2021-01-30 00:00:00+00:00,33.15572916666667,32.640791666666665,31.707562499999998,33.14545833333333,31.397604166666667,33.6034375
2021-01-31 00:00:00+00:00,32.688375,31.874333333333336,30.87427083333333,32.508874999999996,30.945791666666665,33.534124999999996
