Date,TempMean,TempMax,TempMin,HourTempMax,HourTempMin,HumidityMean,HumidityMax,HumidityMin,HourHumMax,HourHumMin,WindSpeed,WindDir,WindSpeedMax,HourWindMax,WindDirMax,Radiation,RadiationMax,Precipitation,PrecipitationMax,ET0,DPVMin,DPVMax,DPV,DewPointMax,DewPointMin,DewPoint,SunHours
2020-04-30,20.2554,21.1708,19.9752,,,46.0529,48.1000,45.1930,,,2.2242,298.3333,4.5390,,,317.0721,,0.0000,,,,,,,,,
2020-05-01,22.6229,23.3533,21.8592,,,47.5400,50.3867,44.8229,,,1.6439,259.0000,3.8861,,,318.3293,,0.0000,,,,,,,,,
2020-05-02,24.3988,25.1775,23.6713,,,48.6987,51.8367,45.9071,,,1.2558,244.0000,2.9886,,,332.9972,,0.0000,,,,,,,,,
2020-05-03,22.4404,23.0904,21.8492,,,57.7429,60.6229,54.7617,,,1.1326,,2.6749,,,332.5913,,0.0000,,,,,,,,,
2020-05-04,22.0671,22.8079,21.3571,,,53.1400,56.1092,49.7042,,,0.9164,119.0000,2.1511,,,314.3786,,0.0000,,,,,,,,,
2020-05-05,22.6542,23.3738,21.9213,,,50.4988,53.5675,47.3575,,,1.1063,,2.6301,,,306.9925,,0.0000,,,,,,,,,
2020-05-06,21.0025,21.6088,20.4792,,,62.1167,64.9050,59.0271,,,1.1187,96.0000,2.6361,,,305.2657,,0.0000,,,,,,,,,
2020-05-07,20.5196,21.0992,19.9079,,,58.7367,61.4250,55.8075,,,1.1412,209.5000,2.8138,,,257.7150,,0.0000,,,,,,,,,
2020-05-08,19.9371,20.4654,19.3546,,,67.7737,70.9754,65.0787,,,1.3250,347.0000,3.2540,,,306.2950,,0.0000,,,,,,,,,
2020-05-09,19.6862,20.1350,19.2117,,,80.9537,83.2300,78.6525,,,1.4115,286.0000,3.3100,,,241.0622,,0.0000,,,,,,,,,
2020-05-10,18.7217,19.2992,18.0958,,,59.1662,61.4933,56.9675,,,2.3461,,4.9485,,,296.7700,,0.1269,,,,,,,,,
2020-05-11,20.5479,21.2246,19.9179,,,48.1879,50.7917,45.9933,,,1.2614,241.0000,3.1658,,,324.8920,,0.0000,,,,,,,,,
2020-05-12,18.0967,18.8021,17.4387,,,66.4375,70.4204,62.0192,,,1.4352,,3.5186,,,186.8264,,0.1522,,,,,,,,,
2020-05-13,17.8358,18.4492,17.1663,,,59.7338,63.5192,56.4354,,,1.2818,300.0000,3.3852,,,340.3866,,0.0000,,,,,,,,,
2020-05-14,15.9950,16.6042,15.3283,,,77.4038,81.3563,73.1633,,,1.1774,360.0000,2.9397,,,229.6155,,0.5752,,,,,,,,,
2020-05-15,15.9188,16.3588,15.4225,,,81.3300,84.6350,77.7862,,,0.8115,298.6000,2.1327,,,132.3740,,0.0085,,,,,,,,,
2020-05-16,16.2654,16.9596,15.6387,,,87.0954,91.2496,83.1071,,,1.0156,319.5000,2.4283,,,171.4076,,0.1184,,,,,,,,,
2020-05-17,17.1321,17.7462,16.5383,,,86.7025,89.3988,83.7408,,,0.6473,197.7500,1.8311,,,223.6632,,0.0085,,,,,,,,,
2020-05-18,21.0871,21.8071,20.4508,,,63.0079,66.3029,59.3183,,,1.1415,154.6667,2.7452,,,340.3521,,0.0085,,,,,,,,,
2020-05-19,22.3046,23.0125,21.6083,,,62.5029,66.2475,58.5371,,,0.7623,215.3333,2.0812,,,343.2840,,0.0000,,,,,,,,,
2020-05-20,23.5458,24.2217,22.8817,,,60.4079,63.7858,57.0446,,,0.8646,223.0000,2.3242,,,345.1185,,0.0000,,,,,,,,,
2020-05-21,22.6946,23.3450,22.1183,,,67.3871,70.3967,63.6113,,,0.7941,88.0000,2.0874,,,334.1210,,0.0000,,,,,,,,,
2020-05-22,23.5321,24.2013,22.8938,,,58.4850,61.3808,55.1525,,,0.8624,98.0000,2.2238,,,333.6946,,0.0000,,,,,,,,,
