Date,TempMean,TempMax,TempMin,HourTempMax,HourTempMin,HumidityMean,HumidityMax,HumidityMin,HourHumMax,HourHumMin,WindSpeed,WindDir,WindSpeedMax,HourWindMax,WindDirMax,Radiation,RadiationMax,Precipitation,PrecipitationMax,ET0,DPVMin,DPVMax,DPV,DewPointMax,DewPointMin,DewPoint,SunHours
2020-04-01,14.1100,20.1200,10.0400,,,83.7000,98.7000,46.1100,,,1.0400,,4.9200,,,16.3400,,9.6000,,2.7000,,,,,,,
2020-04-02,11.2900,16.5200,5.6300,,,81.1000,98.8000,44.5900,,,1.0500,,7.7100,,,13.1400,,0.8000,,2.1900,,,,,,,
2020-04-03,13.2600,18.8000,8.2400,,,71.9000,98.0000,43.1000,,,1.1100,,7.5900,,181.0000,19.5000,,0.0000,,2.9500,,,,,,,
2020-04-04,12.3700,18.7200,5.2900,,,77.6000,98.7000,49.2000,,,1.2900,73.0000,7.1000,,,22.8000,,0.0000,,3.1700,,,,,,,
2020-04-05,13.2300,18.8600,7.3000,,,77.9000,98.6000,52.2900,,,0.9600,,5.6900,,,21.6200,,0.0000,,3.0400,,,,,,,
2020-04-06,13.5800,20.1300,7.1000,,,80.2000,98.9000,55.3000,,,0.8400,,6.3900,,,17.5300,,0.0000,,2.6700,,,,,,,
2020-04-07,13.8200,19.9300,8.4400,,,77.8000,98.4000,46.8600,,,1.0100,,4.5400,,,18.6700,,0.2000,,2.9200,,,,,,,
2020-04-08,13.7200,20.6600,8.1000,,,71.5000,98.0000,33.2500,,,1.0400,,5.5200,,,22.3900,,0.0000,,3.4300,,,,,,,
2020-04-09,13.8700,20.2600,7.7000,,,71.4000,94.1000,35.8600,,,0.8800,,5.0200,,,14.1000,,0.0000,,2.5900,,,,,,,
2020-04-10,15.3000,21.6000,9.2400,,,59.1000,91.8000,22.7900,,,1.0100,,6.4300,,,18.9400,,0.0000,,3.3500,,,,,,,
2020-04-11,14.3100,21.4600,6.6400,,,65.8900,92.7000,26.5400,,,1.1500,,6.1400,,,23.8800,,0.0000,,3.7900,,,,,,,
2020-04-12,13.4300,17.8000,10.2500,,,78.4000,95.6000,43.3100,,,0.8500,,4.9100,,,7.7700,,1.8000,,1.8200,,,,,,,
2020-04-13,15.2200,21.5300,11.0400,,,84.0000,98.8000,56.0300,,,1.0300,,6.8200,,,17.9300,,4.4000,,2.9500,,,,,,,
2020-04-14,14.9900,17.0000,13.9900,,,90.8000,97.0000,78.9000,,,0.7400,,3.6300,,,4.4300,,6.6000,,1.1400,,,,,,,
2020-04-15,15.6000,19.5900,13.5200,,,86.0000,98.4000,63.0100,,,1.1500,,6.2000,,,12.1500,,13.2000,,2.2600,,,,,,,
2020-04-16,15.2500,20.2000,10.9800,,,84.1000,98.7000,63.2200,,,0.7000,,3.8400,,,13.4000,,0.0000,,2.3000,,,,,,,
2020-04-17,16.0700,20.7300,11.7800,,,81.7000,98.4000,57.8500,,,1.0400,,3.9700,,,17.2900,,0.4000,,2.9000,,,,,,,
2020-04-18,16.2600,19.0000,13.5200,,,86.4000,96.9000,69.2500,,,0.7800,,3.3200,,,7.2500,,0.0000,,1.6000,,,,,,,
2020-04-19,16.9700,23.6800,12.3200,,,80.5000,98.4000,41.3500,,,0.8800,,7.6400,,,12.7300,,3.0000,,2.6800,,,,,,,
2020-04-20,17.0900,23.3400,9.9800,,,59.9300,92.8000,35.2500,,,1.2100,,5.7000,,322.0000,18.7700,,0.0000,,3.5600,,,,,,,
2020-04-21,15.1200,20.1300,9.5800,,,65.6600,91.2000,36.9300,,,1.0300,,6.4500,,334.0000,19.5400,,1.4000,,3.3000,,,,,,,
2020-04-22,17.2900,21.6700,12.0500,,,60.6900,92.6000,42.3000,,,1.7400,,6.7200,,,13.1800,,0.0000,,3.0600,,,,,,,
2020-04-23,15.6000,21.8100,9.8500,,,75.8000,98.7000,42.8300,,,0.8700,,5.1400,,,19.8700,,0.0000,,3.3000,,,,,,,
2020-04-24,14.9700,21.4000,9.9800,,,75.9000,98.4000,45.9900,,,0.9800,,5.3700,,,16.6600,,0.0000,,2.9500,,,,,,,
2020-04-25,13.0800,14.8000,11.6500,,,91.2000,97.9000,83.2000,,,1.1000,,6.2700,,,4.7700,,8.8000,,1.1200,,,,,,,
2020-04-26,16.5300,23.4700,9.2500,,,77.5000,98.8000,44.4400,,,1.0600,,5.0300,,235.0000,18.7100,,0.2000,,3.3800,,,,,,,
2020-04-27,17.5900,23.2000,11.7200,,,66.4500,97.7000,44.5700,,,1.6000,,8.1900,,169.0000,22.5900,,0.0000,,4.0400,,,,,,,
2020-04-28,15.9500,23.3500,8.9800,,,67.6300,91.8000,35.6600,,,1.0700,,5.3800,,,17.4500,,0.0000,,3.3700,,,,,,,
2020-04-29,17.2500,23.7400,9.9200,,,59.8400,92.7000,32.1700,,,1.9800,,8.2200,,,26.7400,,0.0000,,4.8800,,,,,,,
2020-04-30,18.0500,26.3500,9.2500,,,63.2100,95.2000,30.0900,,,1.2800,,5.3600,,,24.5700,,0.0000,,4.5700,,,,,,,
2020-05-01,20.4300,27.6900,13.8600,,,56.2500,81.0000,34.5200,,,1.7400,,6.5900,,,25.7600,,0.0000,,5.2600,,,,,,,
2020-05-02,22.1300,30.4400,13.5900,,,58.0200,89.0000,26.7400,,,1.5800,,6.3100,,,26.5200,,0.0000,,5.6300,,,,,,,
2020-05-03,21.8900,31.4500,12.3200,,,60.3100,92.6000,27.5500,,,1.1200,,6.0700,,,26.7300,,0.0000,,5.3200,,,,,,,
2020-05-04,21.4700,31.4500,11.9900,,,58.7500,93.9000,22.5900,,,0.9100,,5.6400,,,25.4100,,0.0000,,4.9900,,,,,,,
2020-05-05,22.0900,30.8400,13.3900,,,58.1900,88.9000,28.0200,,,1.1000,241.0000,4.5600,,,25.4800,,0.0000,,5.1400,,,,,,,
2020-05-06,21.5200,29.3000,13.0600,,,57.4600,91.1000,26.8100,,,1.1100,,8.5900,,,24.7000,,0.0000,,4.9200,,,,,,,
2020-05-07,20.2500,27.2300,14.6600,,,59.3500,89.6000,27.2800,,,1.3300,,6.6000,,,21.1500,,0.0000,,4.5300,,,,,,,
2020-05-08,19.9100,26.2900,12.6600,,,63.7800,86.1000,35.4600,,,1.1200,,5.2200,,,23.1800,,0.0000,,4.4400,,,,,,,
2020-05-09,19.8900,24.8200,14.8600,,,71.5000,91.3000,54.0300,,,1.2700,,6.6200,,,19.2500,,0.0000,,3.7400,,,,,,,
2020-05-10,19.4000,24.8100,15.2600,,,53.9700,90.7000,25.0000,,,1.6200,269.0000,11.0400,,,20.0900,,0.0000,,4.4400,,,,,,,
2020-05-11,20.8300,26.8900,15.2600,,,48.1300,82.0000,26.2100,,,2.3700,,8.1400,,,26.1200,,0.0000,,5.8600,,,,,,,
2020-05-12,18.2800,23.4800,13.5200,,,63.4400,87.1000,40.0900,,,1.0800,,5.4200,,,14.5100,,0.4000,,3.1800,,,,,,,
2020-05-13,17.2200,24.3500,8.0400,,,58.7400,92.3000,29.8300,,,1.3600,,6.7900,,,26.0700,,0.0000,,4.6700,,,,,,,
2020-05-14,16.1500,21.8100,11.8500,,,71.4000,95.2000,38.2800,,,1.8900,,7.3000,,,17.3900,,12.6000,,3.6800,,,,,,,
2020-05-15,15.7700,20.2700,11.9900,,,76.1000,92.5000,53.2300,,,0.8600,,4.2100,,,9.9800,,0.0000,,2.1900,,,,,,,
2020-05-16,17.2100,23.0700,11.9300,,,70.0000,92.0000,41.9600,,,1.0900,,8.5500,,,19.2200,,0.0000,,3.6200,,,,,,,
2020-05-17,16.8500,21.6700,11.3900,,,77.1000,96.5000,50.6900,,,1.3700,,7.0300,,,16.5300,,0.8000,,3.1900,,,,,,,
2020-05-18,20.3900,28.3600,12.0500,,,57.8700,95.0000,24.9300,,,1.9100,,8.0400,,,23.8000,,0.0000,,5.3800,,,,,,,
2020-05-19,21.7200,30.7800,12.1300,,,56.8400,92.4000,24.9300,,,1.3100,,5.7700,,,24.0400,,0.0000,,5.2400,,,,,,,
2020-05-20,23.3700,33.1200,13.3300,,,56.4800,91.5000,20.3100,,,1.0300,,5.4300,,,25.1400,,0.0000,,5.3900,,,,,,,
2020-05-21,23.2400,31.2500,14.8000,,,59.7100,90.9000,30.4300,,,1.1600,,4.9500,,,26.3200,,0.0000,,5.4400,,,,,,,
2020-05-22,23.7200,33.8000,14.4600,,,57.7800,92.8000,26.8100,,,0.9100,,5.3800,,,27.1500,,0.0000,,5.5600,,,,,,,
2020-05-23,23.4500,32.7900,14.2700,,,49.8700,83.6000,23.0600,,,0.8000,,6.0500,,,26.4800,,0.0000,,5.3000,,,,,,,
2020-05-24,21.4500,27.3000,14.1900,,,57.1200,86.8000,28.8300,,,1.6300,,7.0400,,,27.2900,,0.0000,,5.5300,,,,,,,
2020-05-25,20.3200,26.7600,12.7300,,,56.2100,89.4000,30.1000,,,1.3600,,6.2100,,,23.2500,,0.0000,,4.7600,,,,,,,
2020-05-26,20.3300,27.5000,12.8600,,,62.0200,87.5000,32.5100,,,1.4700,,7.1000,,,25.6900,,0.0000,,5.1600,,,,,,,
2020-05-27,21.0500,28.7700,13.1900,,,60.5700,91.2000,26.6100,,,1.6400,,7.8000,,,26.7400,,0.0000,,5.6200,,,,,,,
2020-05-28,19.8200,25.7600,13.1900,,,57.3800,91.0000,29.3600,,,1.3300,,8.1100,,,20.7300,,0.6000,,4.3700,,,,,,,
2020-05-29,20.3200,28.0300,10.9900,,,50.2400,86.7000,25.8000,,,1.3400,,5.9700,,,27.5100,,0.0000,,5.4000,,,,,,,
2020-05-30,20.0100,28.5000,11.2600,,,50.8100,89.2000,25.3400,,,1.0200,,5.2200,,,26.9600,,0.0000,,5.1300,,,,,,,
2020-05-31,20.2400,28.4300,11.1200,,,53.0000,86.1000,27.2800,,,1.0300,,6.2800,,,20.4800,,0.0000,,4.3700,,,,,,,
2020-06-01,21.8600,30.7100,13.1300,,,54.1600,88.7000,23.6600,,,1.0000,,5.2700,,,25.5300,,0.0000,,5.2100,,,,,,,
2020-06-02,21.1500,30.4400,12.6000,,,63.5200,88.1000,28.8900,,,0.9900,,5.8000,,,22.5400,,0.0000,,4.7400,,,,,,,
2020-06-03,21.9900,29.4400,14.6000,,,67.0400,97.2000,33.8500,,,1.9800,,7.4800,,203.0000,27.1500,,0.0000,,5.8300,,,,,,,
2020-06-04,22.5700,30.1200,16.7400,,,57.3700,91.1000,25.5400,,,1.8300,271.0000,10.5400,,,20.1000,,3.0000,,5.2400,,,,,,,
2020-06-05,22.2200,29.8400,13.3300,,,60.5600,96.9000,30.0900,,,1.8900,,7.4900,,,28.6500,,0.0000,,6.0700,,,,,,,
2020-06-06,24.0100,31.9200,15.4000,,,54.6400,91.6000,20.2400,,,1.2700,,6.0900,,,26.0500,,0.0000,,5.7300,,,,,,,
2020-06-07,22.6800,27.9100,16.8100,,,56.4900,84.7000,31.4400,,,1.2500,,5.8400,,,16.5600,,6.0000,,4.0800,,,,,,,
2020-06-08,18.1000,23.9400,15.4000,,,82.6000,95.8000,54.9000,,,0.8300,,5.5700,,,11.6100,,18.6000,,2.5500,,,,,,,
2020-06-09,19.6500,25.2900,15.2600,,,75.1000,97.7000,45.3800,,,1.5400,,8.5500,,,24.8100,,0.0000,,4.6900,,,,,,,
2020-06-10,20.5400,27.7700,13.7900,,,69.6700,98.0000,30.4300,,,1.2500,,6.6200,,,23.6200,,0.2000,,4.8200,,,,,,,
2020-06-11,23.4300,31.1800,13.6600,,,52.6700,97.3000,20.4400,,,1.7900,227.0000,8.3600,,,29.0300,,0.0000,,6.4100,,,,,,,
2020-06-12,23.6500,28.5700,18.0800,,,39.5100,61.9000,24.7300,,,2.6300,,9.0800,,181.0000,27.9200,,0.0000,,6.9200,,,,,,,
2020-06-13,21.5000,27.1000,14.0700,,,41.5500,68.1400,27.0100,,,1.8600,,8.3200,,,28.8100,,0.0000,,6.0200,,,,,,,
2020-06-14,22.2100,30.1700,13.6000,,,48.7600,82.3000,22.2500,,,1.1900,,7.7300,,,27.6200,,0.0000,,5.6500,,,,,,,
2020-06-15,23.8100,32.0500,14.3300,,,44.2700,84.6000,19.8400,,,1.5400,,7.0400,,,28.9600,,0.0000,,6.3800,,,,,,,
2020-06-16,24.0800,31.7200,15.4000,,,49.3400,83.3000,22.3200,,,1.5200,,7.0400,,,26.2400,,0.0000,,6.0000,,,,,,,
2020-06-17,23.0500,30.0400,15.3300,,,60.3300,90.1000,28.0900,,,1.5200,,8.0300,,,28.9500,,0.0000,,6.0300,,,,,,,
2020-06-18,23.5600,30.3800,18.9500,,,64.8900,85.6000,40.2200,,,1.4400,,7.3200,,110.0000,27.9600,,0.0000,,5.8500,,,,,,,
2020-06-19,23.3000,29.7100,17.8800,,,64.2000,86.2000,42.4900,,,1.5000,,7.3200,,,23.4700,,0.0000,,5.1500,,,,,,,
2020-06-20,24.1200,33.5900,14.9300,,,56.2300,89.7000,26.2700,,,1.2400,,6.3300,,,28.6200,,0.0000,,6.1600,,,,,,,
2020-06-21,25.9500,36.1500,15.9400,,,52.9200,87.0000,20.3800,,,1.2700,320.0000,5.9800,,,28.9700,,0.0000,,6.6100,,,,,,,
2020-06-22,24.3700,31.9900,17.0800,,,58.4400,89.9000,25.8700,,,1.3600,,6.5200,,,28.5600,,0.0000,,6.1400,,,,,,,
