Date,TempMean,TempMax,TempMin,HourTempMax,HourTempMin,HumidityMean,HumidityMax,HumidityMin,HourHumMax,HourHumMin,WindSpeed,WindDir,WindSpeedMax,HourWindMax,WindDirMax,Radiation,RadiationMax,Precipitation,PrecipitationMax,ET0,DPVMin,DPVMax,DPV,DewPointMax,DewPointMin,DewPoint,SunHours
2020-03-01,17.4500,21.3600,13.4300,,,58.8000,76.6200,40.4300,,,1.2700,109.6800,5.6840,,,120.3800,811.0000,0.0000,0.0000,2.3500,0.3670,1.5070,0.8700,10.4380,7.1090,8.9900,9.0000
2020-03-02,19.1500,25.7200,13.4000,,,42.1200,65.1000,18.0400,,,3.1300,270.6300,14.0100,,,186.5400,759.0000,0.0000,0.0000,5.0700,0.6600,2.6460,1.4000,10.1400,-1.8990,4.8200,9.0000
2020-03-03,15.1600,21.9500,6.7600,,,54.8100,81.7700,35.5100,,,1.2700,110.0600,6.4680,,,174.7700,751.0000,0.0000,0.0000,2.6500,0.1820,1.7000,0.8900,8.7830,1.6040,5.5400,9.0000
2020-03-04,16.6700,23.8100,11.1700,,,72.2200,99.9000,43.3900,,,1.1400,98.1500,5.9780,,,208.4500,780.0000,0.0000,0.0000,2.8100,0.0000,1.6700,0.6600,12.9100,9.2700,10.9900,10.0000
2020-03-05,16.7700,23.9100,8.7000,,,58.8400,99.9000,34.4800,,,1.5300,132.1900,7.4500,,,198.0300,845.0000,0.0000,0.0000,3.0700,0.0000,1.8250,0.9400,9.6400,3.4050,7.6400,10.0000
2020-03-06,14.5300,19.8800,8.4500,,,41.7900,66.8800,24.4200,,,2.0800,179.7100,12.8400,,,195.1200,966.0000,0.0000,0.0000,3.4500,0.4180,1.7200,1.0300,4.5300,-3.3580,0.8600,10.0000
2020-03-07,13.9000,20.1300,9.5400,,,47.7100,99.9000,25.8200,,,2.2600,195.0500,11.3700,,,217.2000,828.0000,0.0000,0.0000,3.3900,0.0000,1.7480,0.9100,10.7120,-2.3480,1.6100,10.0000
2020-03-08,14.2200,22.3400,6.4600,,,66.0200,99.9000,28.5700,,,1.2900,111.8700,7.6400,,,225.4400,842.0000,0.0000,0.0000,3.0500,0.0000,1.9270,0.7500,9.8950,3.2380,6.4300,10.0000
2020-03-09,17.6600,23.6800,13.1400,,,43.0300,66.8200,25.5400,,,1.3700,118.0500,7.5500,,,191.6400,808.0000,0.0000,0.0000,3.3400,0.5160,2.1540,1.2100,8.4970,1.8670,4.4800,10.0000
2020-03-10,15.1600,20.6900,9.4200,,,59.6800,83.5300,36.9200,,,1.2800,110.8300,6.9580,,,211.7800,792.0000,0.0000,0.0000,2.9100,0.2340,1.3490,0.7400,11.0080,1.1430,6.9400,10.0000
2020-03-11,16.9000,26.1500,10.7100,,,68.9200,99.9000,40.5200,,,1.1600,99.8400,5.9780,,,224.1000,737.0000,0.0000,0.0000,3.2300,0.0000,2.0120,0.7800,11.7580,8.5880,10.3200,10.0000
2020-03-12,15.8300,25.1800,8.5600,,,71.6200,99.9000,35.0500,,,0.6900,59.5800,3.7240,,,206.9200,780.0000,0.0000,0.0000,2.7400,0.0000,1.9770,0.7100,11.3530,7.8900,9.6600,10.0000
2020-03-13,15.2500,20.8300,10.2000,,,77.5000,99.9000,50.4800,,,1.1400,98.7400,6.9580,,,201.8800,771.0000,0.0000,0.0000,2.6200,0.0000,1.2080,0.4700,13.6350,8.1150,10.9100,10.0000
2020-03-14,15.0600,19.9400,10.2000,,,90.8500,99.9000,67.7900,,,0.8400,72.7900,7.8400,,,216.5700,974.0000,0.0000,0.0000,2.5000,0.0000,0.7490,0.2000,15.9180,10.2100,13.4000,10.0000
2020-03-15,15.6400,19.0000,13.1600,,,89.0100,99.9000,63.4700,,,0.9300,80.5900,4.8020,,,180.9300,1095.0000,0.0000,0.0000,2.2900,0.0000,0.8030,0.2200,15.0430,11.9230,13.6400,9.0000
2020-03-16,13.2000,17.9500,7.5000,,,86.6000,99.9000,63.3600,,,1.3500,116.2200,7.4500,,,90.1300,1127.0000,0.2000,0.2000,1.6000,0.0000,0.5920,0.2000,15.2770,5.4390,10.8700,6.0000
2020-03-17,13.6200,17.3100,7.0300,,,91.7100,99.9000,60.9400,,,2.1300,184.0200,10.7800,,,93.8000,988.0000,1.2000,1.0000,1.8100,0.0000,0.7620,0.1500,16.0630,7.0340,12.1100,5.0000
2020-03-18,16.1400,18.4700,14.3100,,,77.2500,94.6500,59.9800,,,3.3700,291.5600,10.5800,,,206.3300,875.0000,0.2000,0.2000,2.9600,0.0930,0.8480,0.4300,14.4420,10.5180,12.0100,10.0000
2020-03-19,14.8000,17.4800,13.2300,,,89.0300,99.9000,68.8500,,,2.4100,207.9800,8.7200,,,139.8800,955.0000,0.0000,0.0000,2.0400,0.0000,0.6220,0.2000,13.8970,11.5700,12.8700,9.0000
2020-03-20,13.9700,15.9400,12.1200,,,90.9700,99.9000,69.4700,,,1.9700,170.0300,8.5300,,,58.3900,285.4000,0.0000,0.0000,1.3500,0.0000,0.5530,0.1500,14.1920,10.3730,12.4400,4.0000
2020-03-21,13.0600,16.1300,9.8200,,,96.8000,99.9000,78.8500,,,1.1200,96.3700,5.4880,,,62.5600,653.1000,5.8000,2.2000,1.1500,0.0000,0.3880,0.0600,14.5430,9.8270,12.5400,4.0000
2020-03-22,11.4600,15.4700,7.6200,,,98.4600,99.9000,86.7300,,,0.6500,56.0600,4.5080,,,76.7000,620.4000,17.0000,16.0000,1.1300,0.0000,0.2300,0.0300,13.7100,7.6270,11.2300,8.0000
2020-03-23,12.6300,17.1700,8.6900,,,99.7700,99.9000,96.8700,,,1.7800,153.8600,9.1100,,,64.8000,1090.0000,30.2000,7.0000,0.9100,0.0000,0.0620,0.0000,16.6770,8.6920,12.6200,4.0000
2020-03-24,12.7200,13.3100,11.5500,,,99.9000,99.9000,99.9000,,,3.3400,288.1800,13.5200,,,20.0400,144.1000,86.6000,11.4000,0.4500,0.0000,0.0000,0.0000,13.3220,11.5600,12.7400,0.0000
2020-03-25,11.9500,14.2300,9.7600,,,87.2100,99.9000,67.5200,,,1.1500,99.4200,5.3900,,,148.7200,1048.0000,0.2000,0.2000,1.8600,0.0000,0.5200,0.2000,11.6320,8.1070,9.6900,10.0000
2020-03-26,13.0600,18.9300,7.4200,,,81.6000,99.9000,37.8300,,,1.1800,101.5800,5.8800,,,168.6100,953.0000,0.2000,0.2000,2.5300,0.0000,1.3530,0.3500,14.0420,4.1530,9.3300,10.0000
2020-03-27,10.9800,12.5900,9.3000,,,96.8800,99.9000,75.5200,,,1.6200,140.0600,7.5500,,,75.8700,1159.0000,6.8000,2.4000,1.2300,0.0000,0.3320,0.0400,12.4370,7.3330,10.4800,6.0000
2020-03-28,11.3600,16.1900,7.9100,,,85.1400,99.9000,53.1000,,,1.2600,108.9400,5.2920,,,197.0100,1025.0000,12.0000,2.4000,2.4200,0.0000,0.8670,0.2600,9.9430,6.3530,8.5100,10.0000
2020-03-29,12.8500,19.6500,6.6900,,,80.4800,99.9000,43.4500,,,1.1700,101.3400,6.4680,,,258.9000,816.0000,0.0000,0.0000,3.1500,0.0000,1.2760,0.4000,11.6200,6.6770,8.8200,11.0000
2020-03-30,12.8600,17.1300,9.0700,,,98.1600,99.9000,80.0300,,,1.6300,140.7100,8.2300,,,116.3600,1028.0000,0.0000,0.0000,1.6100,0.0000,0.3900,0.0300,15.7400,9.0800,12.5600,9.0000
2020-03-31,14.2300,18.0700,12.1000,,,97.2800,99.9000,79.3200,,,1.1400,98.4700,6.4680,,,136.0300,1104.0000,1.6000,0.6000,1.8400,0.0000,0.4240,0.0500,16.4230,12.1100,13.7800,9.0000
2020-04-01,15.1800,19.9400,11.6800,,,92.2600,99.9000,69.0500,,,1.4800,128.3000,7.5500,,,214.7300,1075.0000,0.6000,0.2000,2.7400,0.0000,0.7210,0.1700,16.2230,11.6870,13.7900,9.0000
2020-04-02,12.7200,18.0000,8.0700,,,90.8000,99.9000,57.8600,,,0.8800,76.3300,4.8020,,,168.3700,883.0000,3.2000,0.6000,2.2400,0.0000,0.8700,0.1700,13.3950,8.0780,11.0600,10.0000
2020-04-03,13.7900,18.7800,9.4000,,,81.7100,99.9000,47.1100,,,0.9700,83.7200,4.8020,,,244.1900,1007.0000,0.6000,0.2000,3.0300,0.0000,1.1260,0.3700,13.4550,7.0060,10.0700,10.0000
2020-04-04,13.6400,18.0500,8.6000,,,90.8100,99.9000,70.4400,,,1.1300,97.7000,6.2720,,,222.4900,1081.0000,0.2000,0.2000,2.6500,0.0000,0.5910,0.1800,15.1950,8.6100,12.0200,10.0000
2020-04-05,14.2200,18.1700,11.1000,,,87.7600,99.9000,62.3600,,,1.2100,104.5900,6.1740,,,233.4000,1035.0000,0.0000,0.0000,2.8800,0.0000,0.7740,0.2400,14.7670,10.6430,11.9500,10.0000
2020-04-06,14.1000,18.9900,8.9300,,,89.4700,99.9000,62.0500,,,0.8400,72.5100,4.6060,,,200.2700,1098.0000,0.2000,0.2000,2.5700,0.0000,0.8080,0.2200,14.8020,8.9330,12.1900,11.0000
2020-04-07,14.5700,19.1500,10.3300,,,88.0200,99.9000,60.0400,,,1.1400,98.6100,5.7820,,,233.5300,960.0000,0.0000,0.0000,2.9600,0.0000,0.8800,0.2500,16.0830,10.3430,12.3200,10.0000
2020-04-08,14.4600,19.2300,10.1100,,,82.1700,99.9000,50.0500,,,1.2100,104.9700,5.7820,,,240.9600,956.0000,0.0000,0.0000,3.1400,0.0000,1.1090,0.3700,14.8980,8.3030,10.8800,12.0000
2020-04-09,15.1400,19.2400,10.4400,,,86.6600,99.9000,62.2100,,,1.3800,119.0300,6.5660,,,187.2800,1115.0000,0.0000,0.0000,2.6200,0.0000,0.8250,0.2700,15.2430,10.4480,12.6900,10.0000
2020-04-10,15.7300,20.6700,11.0700,,,74.0200,99.9000,35.4900,,,1.0500,90.6800,6.6640,,,229.8300,1086.0000,0.0000,0.0000,3.2800,0.0000,1.5710,0.5700,14.2600,4.8560,9.9800,11.0000
2020-04-11,15.0700,19.8000,9.2800,,,85.1200,99.9000,57.0200,,,1.2900,111.6400,5.3900,,,247.8100,958.0000,0.0000,0.0000,3.2100,0.0000,0.9920,0.3200,15.4650,9.2900,12.2100,11.0000
2020-04-12,14.8400,17.5600,12.8500,,,91.3800,99.9000,64.8000,,,1.5800,136.2300,7.0600,,,79.7300,769.0000,1.6000,0.4000,1.6600,0.0000,0.6590,0.1600,16.2400,8.9630,13.3200,6.0000
2020-04-13,15.2200,19.0700,12.2800,,,99.8100,99.9000,98.9800,,,0.8400,72.3700,4.2140,,,116.3100,1096.0000,2.8000,0.4000,1.5900,0.0000,0.0230,0.0000,18.9850,12.2870,15.2100,7.0000
2020-04-14,16.6300,19.6700,14.8600,,,97.5100,99.9000,84.3300,,,1.0500,90.6600,5.6840,,,175.7700,1258.0000,0.2000,0.2000,2.3800,0.0000,0.3490,0.0500,19.0220,14.8700,16.2300,8.0000
2020-04-15,16.5400,19.9600,13.6300,,,98.3000,99.9000,82.2200,,,1.3900,120.4400,6.5660,,,164.3400,1176.0000,1.4000,0.4000,2.2700,0.0000,0.4160,0.0400,18.6170,13.6430,16.2700,9.0000
2020-04-16,16.4000,19.9400,13.0000,,,93.1700,99.9000,71.5900,,,0.9800,84.5700,5.0960,,,204.2500,1042.0000,0.6000,0.2000,2.7700,0.0000,0.6620,0.1500,17.5600,13.0120,15.2000,11.0000
2020-04-17,16.4600,20.0800,13.9000,,,97.9700,99.9000,84.7800,,,1.2600,108.6300,5.5860,,,152.5000,897.0000,0.4000,0.2000,2.1400,0.0000,0.3580,0.0500,18.4820,13.9080,16.1400,10.0000
2020-04-18,16.7500,18.7100,14.3400,,,99.8800,99.9000,99.3300,,,1.1400,98.2400,5.7820,,,74.0300,387.8000,0.2000,0.2000,1.1800,0.0000,0.0150,0.0000,18.6130,14.3470,16.7600,8.0000
2020-04-19,17.3000,22.6500,14.2700,,,96.3000,99.9000,73.2700,,,0.8400,72.7200,7.7400,,,128.8700,606.7000,0.4000,0.2000,2.1100,0.0000,0.7370,0.1000,19.8980,14.2800,16.6500,9.0000
2020-04-20,17.9000,24.2300,12.5100,,,72.0000,99.9000,42.3800,,,1.2800,110.1600,6.4680,,,203.4800,927.0000,1.0000,0.2000,3.4300,0.0000,1.7440,0.7000,14.3320,9.9770,12.0300,12.0000
2020-04-21,16.2200,20.9200,11.3100,,,75.4100,99.9000,42.7200,,,1.3900,120.2400,6.4680,,,240.9800,1327.0000,0.6000,0.2000,3.5400,0.0000,1.3850,0.5300,14.6130,7.0080,11.2000,11.0000
2020-04-22,17.2600,22.0400,13.3700,,,75.4600,99.9000,48.5300,,,1.8600,160.6400,10.3900,,,157.4000,1227.0000,0.4000,0.2000,2.9800,0.0000,1.3650,0.5300,16.1730,9.0570,12.4300,7.0000
2020-04-23,15.6800,19.8800,10.9300,,,93.6000,99.9000,74.4000,,,0.9700,83.7100,5.1940,,,232.4900,1201.0000,0.2000,0.2000,3.0200,0.0000,0.5900,0.1400,17.9070,10.9430,14.5700,12.0000
2020-04-24,16.3000,20.0200,13.1100,,,88.5700,99.9000,59.1300,,,1.5600,135.1600,6.6640,,,220.2500,1013.0000,0.0000,0.0000,3.1600,0.0000,0.9550,0.2600,17.0120,11.7780,14.1500,11.0000
2020-04-25,14.4700,15.6600,13.2900,,,99.9000,99.9000,99.9000,,,0.9900,85.2500,4.0180,,,42.1400,200.3000,0.2000,0.2000,0.8300,0.0000,0.0000,0.0000,15.6720,13.3020,14.4900,4.0000
2020-04-26,17.6400,24.5900,11.2600,,,84.2500,99.9000,48.9000,,,1.1400,98.8200,7.0600,,,230.1500,941.0000,0.0000,0.0000,3.5800,0.0000,1.5820,0.4400,18.1450,11.2650,14.4200,11.0000
2020-04-27,17.6600,22.5000,12.4500,,,79.6300,99.9000,53.2300,,,1.3200,113.8300,7.4500,,,222.2300,1111.0000,0.0000,0.0000,3.4100,0.0000,1.2750,0.5000,17.7550,11.8150,13.6700,12.0000
2020-04-28,16.9900,23.1300,11.2000,,,80.4400,99.9000,45.7400,,,1.1800,102.3700,6.4680,,,241.0200,1004.0000,0.0000,0.0000,3.6400,0.0000,1.5370,0.5000,17.0650,9.9450,12.8700,12.0000
2020-04-29,17.6200,23.7100,11.2400,,,73.3500,99.9000,37.4000,,,1.5600,134.6000,8.9200,,,277.3700,833.0000,0.0000,0.0000,4.3000,0.0000,1.7950,0.6900,16.3000,7.5250,11.6400,12.0000
2020-04-30,18.8000,24.9700,12.5700,,,74.8000,99.9000,37.3800,,,1.2700,109.6100,7.1500,,,256.8000,802.0000,0.0000,0.0000,4.1300,0.0000,1.9380,0.7100,16.9970,9.1100,13.2200,12.0000
2020-05-01,20.3400,26.2200,13.4600,,,70.5700,99.9000,45.5500,,,1.3400,115.5300,7.2500,,,268.7900,803.0000,0.0000,0.0000,4.3300,0.0000,1.8550,0.8700,16.7180,11.5630,13.9200,12.0000
2020-05-02,22.2900,28.7000,16.3200,,,71.6900,99.9000,39.8400,,,1.3200,113.9100,7.8400,,,280.1500,806.0000,0.0000,0.0000,4.8100,0.0000,2.3400,1.0100,18.3670,13.4580,15.7100,12.0000
2020-05-03,21.0800,28.2200,14.1900,,,75.9400,99.9000,43.3600,,,0.9600,82.6600,5.3900,,,282.8700,840.0000,0.0000,0.0000,4.5200,0.0000,2.1570,0.8200,19.4930,13.4850,15.6900,12.0000
2020-05-04,21.2800,28.7300,13.8200,,,68.7800,99.9000,31.2100,,,0.9600,83.1200,5.6840,,,274.4800,813.0000,0.0000,0.0000,4.5700,0.0000,2.7140,1.0800,16.8480,10.0380,13.6700,12.0000
