id,coord_x,coord_y
P01-A1,-0.948332538591817, 37.78510707188402
P02-A1,-1.4344960618006688, 38.06221661319064
P03-A1,-1.4762016306679955, 37.919742237093935
P04-A1,-1.4738001727807324, 37.92034196821661
P05-A1,-0.9428186333333333,38.170271950000004
P06-A1,-0.9412745375,38.186823825
P07-A1,-1.2810443500000001,37.934283775000004
P08-A1,-1.27148865,37.944220587500004
